id,input_text,output_text,direction,tone,audience,cultural__context,cultural_context,input_language,output_language,input_length,output_length,input_words,output_words,length_ratio,word_ratio,has_question,has_exclamation,is_greeting,has_cultural_term,complexity
297,The call to prayer echoes beautifully across Old Dhaka at sunset,Sondha belay puran dhaka te azan er awaz ta khub sundor,banglish_to_english,respectful,general,,islamic_dhaka_atmosphere,english,english,64,55,11,11,0.859375,1.0,False,False,False,False,0.357
298,Bhabi amake hamesha bolto 'tumi ekhono chhoto' but I'm twenty-five now,Sister-in-law always tells me 'you're still young' but I'm twenty-five now,banglish_to_english,neutral,general,,extended_family_hierarchy,english,english,70,74,11,11,1.0571428571428572,1.0,False,False,False,True,0.575
299,The footpath er fuchka wallah er fuchka was absolutely perfect today,Aj footpath er fuchka wallah er fuchka khub perfect chilo,banglish_to_english,neutral,general,,dhaka_street_food_culture,english,english,68,57,11,10,0.8382352941176471,0.9090909090909091,False,False,False,False,0.369
300,"Traffic jam e pore thaki ar driver bhai bole 'Saheb, ektu dhirjo dhoren'","Stuck in traffic and the driver says 'Sir, please have some patience'",banglish_to_english,neutral,general,,dhaka_traffic_reality,english,english,72,69,13,12,0.9583333333333334,0.9230769230769231,False,False,False,True,0.611
301,Your grandmother's cooking reminds me of my childhood in Sylhet,Apnar nani r ranna dekhe amar Sylhet er bachcha bela r kotha mone pore,banglish_to_english,neutral,general,,regional_food_memories,english,english,63,70,10,14,1.1111111111111112,1.4,False,False,False,False,0.33899999999999997
302,"Eid er age market gulo te khub bhir, kintu festive mood ta dekhe bhalo lage",The markets are crazy crowded before Eid but the festive energy is wonderful,banglish_to_english,neutral,general,,eid_preparation_atmosphere,english,english,75,76,15,13,1.0133333333333334,0.8666666666666667,False,False,False,True,0.6499999999999999
303,The evening breeze from the Buriganga feels magical,Shondha belay Buriganga theke je batash ashe seta khub magical,banglish_to_english,neutral,general,,dhaka_river_romance,english,english,51,62,8,10,1.2156862745098038,1.25,False,False,False,False,0.273
304,Mama bole 'chele ta bhalo hoyeche' kintu ami still nervous about the proposal,Uncle says 'the boy seems good' but I'm still nervous about the marriage proposal,banglish_to_english,neutral,general,,bengali_matchmaking_process,banglish,english,77,81,13,14,1.051948051948052,1.0769230769230769,False,False,False,True,0.626
305,The rooftop terrace parties in Gulshan are absolutely legendary,Gulshan er building er rooftop e je party hoy segulo khub legendary,banglish_to_english,neutral,general,,dhaka_nightlife_culture,english,english,63,67,9,12,1.0634920634920635,1.3333333333333333,False,False,False,False,0.324
306,Chachi amake dekhei bole 'eto shukiye gecho keno?' - always worried about my weight,Aunt sees me and immediately asks 'why have you gotten so thin?' - always worried about my weight,banglish_to_english,neutral,general,,bengali_aunt_concerns,english,english,83,97,14,18,1.1686746987951808,1.2857142857142858,False,False,False,False,0.45899999999999996
307,The rickshaw pullers work incredibly hard in this heat,Ei gorom e rickshaw chalok ra khub koshto kore kaj koren,banglish_to_english,neutral,general,,working_class_respect,english,english,54,56,9,11,1.037037037037037,1.2222222222222223,False,False,False,False,0.29700000000000004
308,"Bondhu bole 'tui London e thakish, kintu tui ekhono puro Bangladeshi'",Friend says 'you live in London but you're still completely Bangladeshi',banglish_to_english,neutral,general,,cultural_authenticity_abroad,english,english,69,72,11,11,1.0434782608695652,1.0,False,False,False,True,0.5720000000000001
309,The morning newspaper seller knows everyone's preferences by heart,Shokal er kagoj wallah bhai shobai er choice mone rakhen,banglish_to_english,neutral,general,,community_intimacy_dhaka,english,english,66,56,9,10,0.8484848484848485,1.1111111111111112,False,False,False,False,0.333
310,Fufi always says 'meye der beshi ghurte nei' but times are changing,Aunt always says 'girls shouldn't roam around too much' but times are changing,banglish_to_english,neutral,general,,women_mobility_attitudes,english,english,67,78,12,13,1.164179104477612,1.0833333333333333,False,False,False,False,0.381
311,The evening azaan from multiple mosques creates a beautiful harmony,Shondha belay onek mosque theke azan er je harmony hoy seta khub sundor,banglish_to_english,neutral,general,,islamic_soundscape_dhaka,english,english,67,71,10,13,1.0597014925373134,1.3,False,False,False,False,0.351
312,Bhai amake bole 'tui ekhon bideshi hoye gecho' jokingly after I forgot local slang,Brother jokingly tells me 'you've become a foreigner now' after I forgot local slang,banglish_to_english,neutral,general,,cultural_disconnect_humor,english,english,82,84,14,14,1.024390243902439,1.0,False,False,False,True,0.6559999999999999
313,The chele ra playing cricket in shoru goli te never cease to amaze me,Shoru goli te chele ra cricket khele - eta dekhe hamesha obak hoye jai,banglish_to_english,neutral,general,,street_cricket_culture,english,english,69,70,14,14,1.0144927536231885,1.0,False,False,False,False,0.417
314,Khalamma er ranna kheyei bujhte pari je ami deshe fire eshechi,I know I'm truly back home when I taste my aunt's cooking,banglish_to_english,neutral,general,,comfort_food_belonging,english,english,62,57,11,12,0.9193548387096774,1.0909090909090908,False,False,False,True,0.5509999999999999
315,"Driver bhai traffic dekhe bole 'Saheb, aj office late hoye jabe' - same story every day","Driver sees traffic and says 'Sir, you'll be late to office today' - same story every day",banglish_to_english,neutral,general,,daily_commute_predictability,english,english,87,89,16,17,1.0229885057471264,1.0625,False,False,False,True,0.7010000000000001
316,Bhai ajke matha totally noshto,Dude my brain is completely fried today,banglish_to_english,casual,general,,general,english,english,30,39,5,7,1.3,1.4,False,False,False,True,0.365
317,I'm literally dying from cringe rn,Ami literally cringe e mori jacchi ekhon,banglish_to_english,neutral,general,,general,english,english,34,40,6,7,1.1764705882352942,1.1666666666666667,False,False,False,False,0.192
318,Ei faltu meeting ta kobe shesh hobe,When will this useless meeting finally end,banglish_to_english,professional,general,,general,english,english,35,42,7,7,1.2,1.0,False,False,False,False,0.21
319,Boss is being extra today ngl,Boss ajke beshi i pagol hoise,banglish_to_english,casual,general,,general,english,english,29,29,6,6,1.0,1.0,False,False,False,False,0.177
320,Mama tui ghost koros keno,Bro why do you always ghost people,banglish_to_english,casual,general,,general,english,english,25,34,5,7,1.36,1.4,False,False,False,True,0.35
321,That's sus as hell tbh,Eta pura shondeho jonok lagche,banglish_to_english,casual,general,,general,english,english,22,30,5,5,1.3636363636363635,1.0,False,False,False,False,0.14100000000000001
322,Biryani chara jibon meaningless,Life is meaningless without biryani,banglish_to_english,neutral,general,,general,english,english,31,35,4,5,1.1290322580645162,1.25,False,False,False,True,0.353
323,No cap this slaps different,Sotti kotha eta alada level e bhalo,banglish_to_english,casual,general,,general,english,english,27,35,5,7,1.2962962962962963,1.4,False,False,False,False,0.156
324,Kal exam thakte ajke party,Party today when exam is tomorrow,banglish_to_english,neutral,general,,general,english,english,26,33,5,6,1.2692307692307692,1.2,False,False,False,False,0.153
325,I'm broke af send help,Ami ekdom kangal hoye gesi help dao,banglish_to_english,casual,general,,general,english,english,22,35,5,7,1.5909090909090908,1.4,False,False,False,False,0.14100000000000001
326,Rickshaw wala uncle speed e jao,Uncle rickshaw driver please go faster,banglish_to_english,casual,general,,general,english,english,31,38,6,6,1.2258064516129032,1.0,False,False,False,False,0.183
327,My crush is lowkey ignoring me,Amar crush amake ignore korche mone hoy,banglish_to_english,casual,general,,general,english,english,30,39,6,7,1.3,1.1666666666666667,False,False,False,False,0.18
328,Load shedding e mobile dead,Phone died during power outage,banglish_to_english,casual,general,,general,english,english,27,30,5,5,1.1111111111111112,1.0,False,False,False,False,0.156
329,This weather is absolutely sending me,Ei weather ta amake pura pagol kore dise,banglish_to_english,neutral,general,,general,english,english,37,40,6,8,1.0810810810810811,1.3333333333333333,False,False,False,False,0.201
330,Khala tumi amake kyno call koros,Aunty why do you keep calling me,banglish_to_english,professional,general,,general,english,english,32,32,6,7,1.0,1.1666666666666667,False,False,False,True,0.386
331,It's giving main character energy,Eta main character er moto lagche,banglish_to_english,casual,general,,general,english,english,33,33,5,6,1.0,1.2,False,False,False,False,0.174
332,Eid shopping e pocket faka,Broke from Eid shopping spree,banglish_to_english,casual,general,,general,english,english,26,29,5,5,1.1153846153846154,1.0,False,False,False,True,0.353
333,Touch grass bestie you need it,Baire ja bestie tomar dorkar,banglish_to_english,neutral,general,,general,english,english,30,28,6,5,0.9333333333333333,0.8333333333333334,False,False,False,False,0.18
334,Internet speed ajke turtle er moto,Internet speed is like a turtle today,banglish_to_english,casual,general,,general,english,english,34,37,6,7,1.088235294117647,1.1666666666666667,False,False,False,False,0.192
335,We're cooked if mom finds out,Amma jante parle amra finished,banglish_to_english,neutral,general,,general,english,english,29,30,6,5,1.0344827586206897,0.8333333333333334,False,False,False,False,0.177
336,Bhaiya London e snow dekhte koemon lage,Big brother how does it feel to see snow in London,banglish_to_english,casual,general,Younger siblings seeking vicarious experience of Western weather through family members abroad - common curiosity about foreign experiences,general,english,english,39,50,7,11,1.2820512820512822,1.5714285714285714,False,False,False,True,0.422
337,The Bengali community center needs more funding,Bengali community center e aro funding dorkar,banglish_to_english,professional,general,Foreign professionals learning to discuss community development needs using culturally appropriate language for local Bengali organizations,general,english,english,47,45,7,7,0.9574468085106383,1.0,False,False,False,False,0.246
338,Khala tumi TikTok trend gula follow koro,Aunt do you follow TikTok trends these days,banglish_to_english,casual,general,Generational bridge conversations where youth discover elder family members' digital engagement - reflects changing family dynamics,general,english,english,40,43,7,8,1.075,1.1428571428571428,False,False,False,True,0.425
339,Your street photography captures authentic Bangladesh,Tomar street photography authentic Bangladesh ke capture korey,banglish_to_english,professional,general,International photographers receiving recognition for genuine cultural documentation rather than superficial tourism imagery,general,english,english,53,62,6,8,1.169811320754717,1.3333333333333333,False,False,False,False,0.249
340,Mama blockchain technology explain korte paro,Bro can you explain blockchain technology clearly,banglish_to_english,professional,general,Tech-savvy Bengali youth sharing knowledge within peer networks while maintaining traditional respectful address patterns,general,english,english,45,49,6,7,1.0888888888888888,1.1666666666666667,False,False,False,True,0.42500000000000004
341,The rickshaw art designs are absolutely stunning,Rickshaw er art design gula absolutely stunning,banglish_to_english,casual,general,Foreign visitors expressing genuine appreciation for Bengali folk art traditions using emotionally resonant local praise language,general,english,english,48,47,7,7,0.9791666666666666,1.0,False,False,False,False,0.249
342,Dada investment portfolio diversify korte hobe,Big brother we need to diversify the investment portfolio,banglish_to_english,professional,general,Family business discussions where traditional hierarchical consultation meets modern financial planning strategies,general,english,english,46,57,6,9,1.2391304347826086,1.5,False,False,False,True,0.42800000000000005
343,Language preservation efforts require community support,Bhasha rokkha er effort e community support dorkar,banglish_to_english,professional,general,Academic researchers discussing cultural preservation using appropriate scholarly language that resonates with Bengali communities,general,english,english,55,50,6,8,0.9090909090909091,1.3333333333333333,False,False,False,False,0.255
344,Bon tumi e-commerce business e successful,Sister you're successful in e-commerce business,banglish_to_english,casual,general,Celebrating female entrepreneurship achievements within Bengali family contexts - reflects changing gender roles in business,general,english,english,41,47,6,6,1.146341463414634,1.0,False,False,False,True,0.413
345,The traditional music fusion concert was incredible,Traditional music fusion concert ta incredible chilo,banglish_to_english,casual,general,Foreign music enthusiasts expressing appreciation for Bengali cultural innovation using locally appropriate intensity markers,general,english,english,51,52,7,7,1.0196078431372548,1.0,False,False,False,False,0.258
346,Chachu health insurance policy ta review koren,Uncle please review the health insurance policy,banglish_to_english,professional,general,Cross-cultural families navigating healthcare systems while respecting Bengali elder consultation traditions in financial decisions,general,english,english,46,47,7,7,1.0217391304347827,1.0,False,False,False,False,0.243
347,Your research methodology validates our hypothesis,Tomar research methodology amader hypothesis validate korey,banglish_to_english,professional,general,International academic collaboration where foreign researchers acknowledge Bengali scholars' contributions using respectful recognition language,general,english,english,50,59,6,7,1.18,1.1666666666666667,False,False,False,False,0.24
348,Mama gaming tournament e prize money jitle,Bro you won prize money in the gaming tournament,banglish_to_english,casual,general,Modern achievements celebrated through traditional family joy patterns - esports success recognized within cultural frameworks,general,english,english,42,48,7,9,1.1428571428571428,1.2857142857142858,False,False,False,True,0.431
349,The monsoon poetry reading was deeply moving,Borsha er poetry reading ta deeply moving chilo,banglish_to_english,casual,general,International cultural enthusiasts expressing emotional connection to Bengali literary traditions using authentic appreciation language,general,english,english,44,47,7,8,1.0681818181818181,1.1428571428571428,False,False,False,False,0.237
350,Fufa startup accelerator program e accept hoyechen,Uncle you've been accepted to the startup accelerator program,banglish_to_english,professional,general,Elder Bengali entrepreneurs breaking age stereotypes in tech innovation while maintaining family pride and respect dynamics,general,english,english,50,61,7,9,1.22,1.2857142857142858,False,False,False,False,0.255
351,Social media algorithm changes affect reach significantly,Social media algorithm er change reach ke significantly affect korey,banglish_to_english,professional,general,Content creators discussing platform challenges using technical language appropriate for Bengali digital marketing discussions,general,english,english,57,68,7,10,1.1929824561403508,1.4285714285714286,False,False,False,False,0.27599999999999997
352,Nana tumi ki stock market trends analyze koro,Grandfather do you analyze stock market trends,banglish_to_english,neutral,general,Absurdist generational role reversal where traditional elders engage with ultra-modern financial concepts - humorous cultural commentary,general,banglish,english,45,46,8,7,1.0222222222222221,0.875,False,False,False,True,0.455
353,The documentary about river erosion needs wider audience,Nodi vorti er documentary er wider audience dorkar,banglish_to_english,professional,general,International filmmakers learning to discuss environmental issues using locally relevant terminology for Bengali climate change discourse,general,english,english,56,50,8,8,0.8928571428571429,1.0,False,False,False,False,0.28800000000000003
354,Didi freelancing platform e top rated hoye gecho,Sister you've become top-rated on the freelancing platform,banglish_to_english,casual,general,Digital nomad success celebrated within Bengali family achievement recognition patterns - modern work validated through traditional praise,general,english,english,48,58,8,8,1.2083333333333333,1.0,False,False,False,True,0.464
355,Your cultural sensitivity training workshop was excellent,Tomar cultural sensitivity training workshop excellent chilo,banglish_to_english,professional,general,Bengali trainers receiving recognition for cross-cultural education expertise from international professional development contexts,general,english,english,57,60,7,7,1.0526315789473684,1.0,False,False,False,False,0.27599999999999997
356,Apani kemana achena? Onek din por dekha holo,How are you? It's been so long since we met,banglish_to_english,neutral,general,,reconnecting_conversations,english,english,44,43,8,10,0.9772727272727273,1.25,False,False,False,False,0.252
357,The iftar invitation came at the perfect time,Iftar er dawat ta khub perfect shomoy e esheche,banglish_to_english,neutral,general,,ramadan_social_connections,english,english,45,47,8,9,1.0444444444444445,1.125,False,False,False,True,0.455
358,"Dhan'yabada for helping me with my visa paperwork, bhai","Thank you for helping me with my visa paperwork, brother",banglish_to_english,neutral,general,,bureaucratic_help_gratitude,english,english,55,56,9,10,1.018181818181818,1.1111111111111112,False,False,False,True,0.5
359,Where can I find authentic Bangladeshi restaurants here?,Ekhane authentic Bangladeshi restaurant kothay pabo?,banglish_to_english,neutral,general,,cultural_food_nostalgia,english,english,56,52,8,6,0.9285714285714286,0.75,True,False,False,False,0.28800000000000003
360,Tumi ki ekhane thako? Ami just moved to this neighborhood,Do you live here? I just moved to this neighborhood,banglish_to_english,friendly,general,,community_integration,banglish,english,57,51,10,10,0.8947368421052632,1.0,False,False,False,False,0.32099999999999995
361,The monsoon has made all the streets completely flooded,Brishti te shob rasta gulo pani te bhore gese,banglish_to_english,neutral,general,,dhaka_monsoon_challenges,english,english,55,45,9,9,0.8181818181818182,1.0,False,False,False,False,0.30000000000000004
362,Ami kinate ca'i ekta lungi for my father back home,I want to buy a lungi for my father back home,banglish_to_english,neutral,general,,traditional_clothing_nostalgia,english,english,50,45,10,11,0.9,1.1,False,False,False,False,0.3
363,The morning azaan echoes beautifully across the old quarter,Shokal er azaan puran moholla jure khub sundor bhabe shona jay,banglish_to_english,neutral,general,,traditional_dhaka_atmosphere,english,english,59,62,9,11,1.0508474576271187,1.2222222222222223,False,False,False,False,0.312
364,"Apanake aneka dhan'yabada for the wedding invitation, khala","Thank you so much for the wedding invitation, aunt",banglish_to_english,neutral,general,,bengali_wedding_culture,english,english,59,50,8,9,0.847457627118644,1.125,False,False,False,True,0.497
365,This street food reminds me exactly of Dhaka's lanes,Ei street food dekhe amar Dhaka er goli gular kotha mone pore,banglish_to_english,neutral,general,,cultural_taste_connections,english,english,52,61,9,12,1.1730769230769231,1.3333333333333333,False,False,False,False,0.29100000000000004
366,Kothaya ekati suparamarketa? Ami groceries kinte chai,Where is a supermarket? I want to buy groceries,banglish_to_english,neutral,general,,everyday_expat_needs,english,english,53,47,7,9,0.8867924528301887,1.2857142857142858,False,False,False,False,0.264
367,The rickshaw ride through Old Dhaka was absolutely magical,Puran Dhaka diye rickshaw e ghora ta ekdom jadur moto chilo,banglish_to_english,neutral,general,,heritage_dhaka_experience,english,english,58,59,9,11,1.0172413793103448,1.2222222222222223,False,False,False,False,0.309
368,Tumi ki karacho ajke? Cholbe ekta cha er jonno?,What are you doing today? Want to go for some tea?,banglish_to_english,neutral,general,,social_tea_culture,banglish,english,47,50,9,11,1.0638297872340425,1.2222222222222223,True,False,False,False,0.276
369,The call to prayer timing perfectly matches sunset today,Aj maghreb er azaan ar shurjer shomoy ta perfectly mile gese,banglish_to_english,neutral,general,,islamic_daily_rhythm,english,english,56,60,9,11,1.0714285714285714,1.2222222222222223,False,False,False,False,0.30300000000000005
370,Suprabhata! Ka'ta baje ekhon? Ami late hoye jabo,Good morning! What time is it now? I'm going to be late,banglish_to_english,neutral,general,,time_anxiety_culture,banglish,english,48,55,8,12,1.1458333333333333,1.5,False,False,False,False,0.264
371,Your mother's biryani recipe tastes exactly like home,Apnar ma er biryani ta dekhe amar ghor er kotha mone pore,banglish_to_english,neutral,general,,comfort_food_belonging,english,english,53,57,8,12,1.0754716981132075,1.5,False,False,False,False,0.279
372,Subha sandhya! Traffic kemana aj? Office theke berar shomoy hoyni,Good evening! How's traffic today? Couldn't leave office on time,banglish_to_english,neutral,general,,dhaka_work_life_reality,english,english,65,64,10,10,0.9846153846153847,1.0,False,False,False,False,0.345
373,The evening boat ride on Buriganga felt absolutely peaceful,Shondha belay Buriganga te noukar jatra ta khub shanti lagchilo,banglish_to_english,neutral,general,,dhaka_waterway_charm,english,english,59,63,9,10,1.0677966101694916,1.1111111111111112,False,False,False,False,0.312
374,Pare dekha habe! Ei mobile number ta rakhun please,See you later! Please keep this mobile number,banglish_to_english,neutral,general,,contact_exchange_culture,english,english,50,45,9,8,0.9,0.8888888888888888,False,False,False,False,0.28500000000000003
375,The street vendor's jhalmuri was perfectly spiced today,Aj footpath er jhalmuri wallah er jhalmuri ta perfect spice chilo,banglish_to_english,neutral,general,,dhaka_snack_culture,english,english,55,65,8,11,1.1818181818181819,1.375,False,False,False,False,0.28500000000000003
376,Ami kothaya kinate pari traditional Bangladeshi saree?,Where can I buy traditional Bangladeshi sarees?,banglish_to_english,neutral,general,,traditional_fashion_quest,english,english,54,47,7,7,0.8703703703703703,1.0,True,False,False,False,0.267
377,The family gathering during Eid felt so wonderfully chaotic,Eid er din family gathering ta khub bhalo lagche kintu ektu chaotic o,banglish_to_english,neutral,general,,eid_family_dynamics,english,english,59,69,9,13,1.1694915254237288,1.4444444444444444,False,False,False,True,0.512
378,Apani ki kredita karda grahana karena? Cash nei amader kache,Do you accept credit cards? We don't have cash with us,banglish_to_english,neutral,general,,modern_transaction_methods,english,english,60,54,10,11,0.9,1.1,False,False,False,False,0.32999999999999996
379,The rooftop iftar with city lights was absolutely magical,Rooftop e city lights dekhe iftar khawa ta ekdom magical chilo,banglish_to_english,neutral,general,,urban_spiritual_moments,english,english,57,62,9,11,1.087719298245614,1.2222222222222223,False,False,False,True,0.506
380,"Ekhankar manush gulo khub helpful, especially taxi drivers","The people here are very helpful, especially taxi drivers",banglish_to_english,neutral,general,,bangladeshi_hospitality_praise,english,english,58,57,8,9,0.9827586206896551,1.125,False,False,False,False,0.294
381,The morning newspaper delivery uncle knows everyone's preferences,Shokal er kagoj delivery uncle shobai er choice ta jane,banglish_to_english,neutral,general,,community_familiarity_dhaka,english,english,65,55,8,10,0.8461538461538461,1.25,False,False,False,False,0.315
382,"Dera/du'ita baje, ami market e jabo. Kichu lagbe?","It's half past one/two, I'm going to market. Need anything?",banglish_to_english,neutral,general,,shared_shopping_culture,english,english,49,59,8,10,1.2040816326530612,1.25,True,False,False,False,0.267
383,The evening cricket match in the narrow lane was intense,Shondha belay shoru goli te cricket match ta khub intense chilo,banglish_to_english,neutral,general,,community_entertainment_dhaka,english,english,56,63,10,11,1.125,1.1,False,False,False,False,0.318
384,"Today ekta nice din, tai na? Perfect weather for walking","Today is a nice day, isn't it? Perfect weather for walking",banglish_to_english,neutral,general,,seasonal_appreciation,english,english,56,58,10,11,1.0357142857142858,1.1,False,False,False,False,0.318
385,The local tea stall owner recognizes all the regular customers,Local cha er dokan er malik shob regular customer der chene,banglish_to_english,neutral,general,,community_business_relationships,english,english,62,59,10,11,0.9516129032258065,1.1,False,False,False,False,0.33599999999999997
386,Bisa gata eka/du'i mane twenty past one/two - ami confusion e pori,Twenty past one/two means... I get confused with Bengali time,banglish_to_english,neutral,general,,cultural_adaptation_challenges,english,english,66,61,12,10,0.9242424242424242,0.8333333333333334,False,False,False,False,0.378
387,The evening prayer call creates such beautiful harmony across districts,Shondha belay azaan er awaz different area te khub harmony banay,banglish_to_english,neutral,general,,multi_district_dhaka_beauty,english,english,71,64,10,11,0.9014084507042254,1.1,False,False,False,False,0.363
388,Apanara kona sakha ba agraha ache? Photography hobey naki?,Do you have any hobbies or interests? Maybe photography?,banglish_to_english,neutral,general,,hobby_discussion_culture,english,english,58,56,9,9,0.9655172413793104,1.0,True,False,False,False,0.309
389,The monsoon evening with street food creates perfect memories,Brishti r shondha belay street food khawa perfect memory banay,banglish_to_english,neutral,general,,seasonal_dhaka_pleasures,english,english,61,62,9,10,1.0163934426229508,1.1111111111111112,False,False,False,False,0.318
390,"Amader kache time kom ache, kintu khub bhalo lagche ekhane","We don't have much time, but we're really enjoying it here",banglish_to_english,neutral,general,,limited_time_appreciation,english,english,58,58,10,11,1.0,1.1,False,False,False,False,0.32399999999999995
391,bKash e taka pathano hoye geche kintu receive korte problem hocha,Money has been sent through bKash but having problems receiving it,banglish_to_english,neutral,general,,Mobile financial service challenges—highlighting Bangladesh's pioneering digital payment system and common transaction difficulties faced by newcomers,english,english,65,66,11,11,1.0153846153846153,1.0,False,False,False,False,0.36
392,Your documentation of our Pohela Boishakh celebrations feels like pure joy,Amader Pohela Boishakh utsob er documentation ta pure joy er moto lagche,banglish_to_english,neutral,general,,Cultural celebration appreciation—recognizing authentic representation of Bangladesh's most significant secular festival and its communal spirit,english,english,74,72,11,12,0.972972972972973,1.0909090909090908,False,False,False,False,0.387
393,Flooding e basha te pani dhuke geche but spirit down nei,Water entered the house due to flooding but spirit is not down,banglish_to_english,neutral,general,,Natural disaster resilience—showcasing characteristic Bangladeshi optimism and adaptability during annual monsoon flooding challenges,english,english,56,62,11,12,1.1071428571428572,1.0909090909090908,False,False,False,False,0.333
394,Dada Silicon Valley te startup launch korar por family group chat silent hoye geche,Family group chat became silent after brother launched startup in Silicon Valley,banglish_to_english,neutral,general,,Tech success social dynamics—noting how extraordinary achievements can create awkward family communication gaps due to pride and intimidation,english,english,83,80,14,12,0.963855421686747,0.8571428571428571,False,False,False,True,0.659
395,The way you understand our bhorta culture shows deep Bangladesh connection,Amader bhorta sangskriti ta je bhabe bujho seta deep Bangladesh connection dekhae,banglish_to_english,neutral,general,,Culinary tradition recognition—appreciating understanding of Bangladesh's signature mashed vegetable dishes and their cultural significance in daily meals,english,english,74,81,11,12,1.0945945945945945,1.0909090909090908,False,False,False,False,0.387
396,Khalamoni Chittagong theke shutki pathiyeche eid er jonno,Aunt sent dried fish from Chittagong for Eid,banglish_to_english,neutral,general,,Regional specialty sharing—coastal family members contributing signature preserved seafood delicacies for religious festival celebrations,english,english,57,44,8,8,0.7719298245614035,1.0,False,False,False,True,0.491
397,Garment factory te overtime shift korte korte health compromise hoye jache,Health is getting compromised due to overtime shifts at the garment factory,banglish_to_english,neutral,general,,Industrial labor reality—addressing health impacts of Bangladesh's crucial textile industry work conditions on employee wellbeing,english,english,74,75,11,12,1.0135135135135136,1.0909090909090908,False,False,False,False,0.387
398,Your respect for our village elder traditions makes me emotional,Amader gram er boro-der tradition er proti je shoroddha tomar seta amake emotional kore dae,banglish_to_english,neutral,general,,Rural hierarchy appreciation—emotional response to outsider recognition of traditional village age-based respect systems,english,english,64,91,10,15,1.421875,1.5,False,False,False,False,0.34199999999999997
399,Cox's Bazar e first time sea dekhte giye overwhelmed hoye porechi,Got overwhelmed seeing the sea for the first time at Cox's Bazar,banglish_to_english,neutral,general,,Natural wonder first experience—capturing the emotional impact of encountering Bangladesh's famous longest beach for inland visitors,english,english,65,64,11,12,0.9846153846153847,1.0909090909090908,False,False,False,False,0.36
400,Ramadan e sehri alarm miss kore upobash bhenge geche,Missed sehri alarm during Ramadan and broke the fast,banglish_to_english,neutral,general,,Religious observance mishap—common fasting challenges during the holy month requiring pre-dawn meal timing precision,english,english,52,52,9,9,1.0,1.0,False,False,False,False,0.29100000000000004
401,The authenticity in your Bangladesh street photography is breathtaking,Tomar Bangladesh street photography te je authenticity ache seta breathtaking,banglish_to_english,neutral,general,,Visual documentation quality—praising genuine capture of everyday Bangladesh life that transcends tourist stereotypes,english,english,70,77,9,10,1.1,1.1111111111111112,False,False,False,False,0.345
402,Nana retirement er por pond fish farming shuru koreche,Grandpa started pond fish farming after retirement,banglish_to_english,neutral,general,,Elderly entrepreneurship—traditional aquaculture activities as meaningful post-career occupation reflecting Bangladesh's fish culture heritage,english,english,54,50,9,7,0.9259259259259259,0.7777777777777778,False,False,False,True,0.49700000000000005
403,Cyclone warning e preparation korte giye panic hoye jachi,Getting panicked while preparing for cyclone warning,banglish_to_english,neutral,general,,Natural disaster preparedness—storm season anxiety and emergency planning challenges in cyclone-prone coastal Bangladesh,english,english,57,52,9,7,0.9122807017543859,0.7777777777777778,False,False,False,False,0.306
404,Your grasp of our rickshaw poetry culture deserves scholarly attention,Amader rickshaw kobita sangskriti ta tomar je dharona seta scholarly attention deserve kore,banglish_to_english,respectful,general,,Folk literature recognition—acknowledging sophisticated understanding of Bangladesh's unique mobile poetry tradition painted on cycle rickshaws,english,english,70,91,10,13,1.3,1.3,False,False,False,False,0.36
405,Digital Bangladesh initiative te rural area te internet connectivity dekhe excited hoye gechi,Got excited seeing internet connectivity in rural areas through Digital Bangladesh initiative,banglish_to_english,neutral,general,,Government digitization success—witnessing technology infrastructure development bridging urban-rural digital divide across Bangladesh,english,english,93,93,13,12,1.0,0.9230769230769231,False,False,False,False,0.47400000000000003
406,Ma London theke Bangladeshi TV channel dekhe nostalgic hoye jachen,Mom gets nostalgic watching Bangladeshi TV channels from London,banglish_to_english,neutral,general,,Media nostalgia abroad—satellite television providing cultural connection and triggering homeland memories for overseas Bangladeshis,english,english,66,63,10,9,0.9545454545454546,0.9,False,False,False,False,0.348
407,The monsoon sounds you recorded transport me straight to my childhood,Je monsoon er awaz record korecho seta amake direct childhood e niye jae,banglish_to_english,neutral,general,,Seasonal audio memory—recognizing how authentic weather recordings can trigger powerful childhood reminiscences of Bangladesh's rainy season,english,english,69,72,11,13,1.0434782608695652,1.1818181818181819,False,False,False,False,0.372
408,Jamai adorer kora khawa dekhe foreigners confused hoye jachen,Foreigners get confused seeing the food pampering of son-in-laws,banglish_to_english,neutral,general,,Cultural hospitality dynamics—son-in-law reverence traditions that perplex visitors unfamiliar with Bengali family hierarchy practices,english,english,61,64,9,9,1.0491803278688525,1.0,False,False,False,False,0.318
409,Dhaka University te admission test diye completely drained feel korchi,Feeling completely drained after taking Dhaka University admission test,banglish_to_english,neutral,general,,Educational competition intensity—extreme mental fatigue from Bangladesh's most prestigious university entrance examination pressure,english,english,70,71,10,9,1.0142857142857142,0.9,False,False,False,False,0.36
410,Your sensitivity to our Ekushey February emotions is deeply touching,Amader Ekushey February er emotion gulo tomar je sensitivity ache seta deeply touching,banglish_to_english,neutral,general,,Language martyrs commemoration—appreciating profound understanding of Bangladesh's foundational language movement and its emotional significance,english,english,68,86,10,13,1.2647058823529411,1.3,False,False,False,False,0.354
